__typename,score,place,birthDate,countryPosition,calculationId,competitorIaafId,urlSlug,iaafId,qualificationPosition,results,wind,date,name,qualifiedBy,countryCode,venue,qualified,result,label
ChampionshipQualificationCompetitorQualification,1154,128,09 JAN 2001,6,112482674,,nigeria/success-umukoro-14886278,469986,,,,,Success UMUKORO,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1154,129,27 FEB 2003,37,112482675,,united-states/iyana-gray-14836591,470349,,,,,Iyana GRAY,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1153,130,28 SEP 1996,1,112482676,,egypt/bassant-hemida-14755412,284437,,,,,Bassant HEMIDA,Next best by World Rankings,EGY,,False,,
ChampionshipQualificationCompetitorQualification,1153,131,14 APR 2000,3,112482677,,canada/jacqueline-madogo-14804999,518583,,,,,Jacqueline MADOGO,Next best by World Rankings,CAN,,False,,
ChampionshipQualificationCompetitorQualification,1153,132,08 FEB 2000,38,112482678,,united-states/sedrickia-wynn-14808973,455550,,,,,Sedrickia WYNN,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1152,133,12 JUN 1994,2,112482679,,france/carolle-zahi-14477479,265812,,,,,Carolle ZAHI,Next best by World Rankings,FRA,,False,,
ChampionshipQualificationCompetitorQualification,1151,134,11 AUG 1999,1,112482680,,cuba/yunisleidy-garcia-abreu-14636498,294359,,,,,Yunisleidy GARCÍA ABREU,Next best by World Rankings,CUB,,False,,
ChampionshipQualificationCompetitorQualification,1151,135,2005,2,112482681,,the-gambia/maimuna-jallow-14988414,,,,,,Maimuna JALLOW,Next best by World Rankings,GAM,,False,,
ChampionshipQualificationCompetitorQualification,1151,136,18 MAY 2006,39,112482682,,united-states/sharmelle-holmes-14994015,,,,,,Sharmelle HOLMES,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1149,137,18 JUN 2000,40,112482683,,united-states/caisja-chandler-14731976,342976,,,,,Caisja CHANDLER,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1149,138,14 FEB 2002,1,112482684,,japan/manaka-miura-14860611,443969,,,,,Manaka MIURA,Next best by World Rankings,JPN,,False,,
ChampionshipQualificationCompetitorQualification,1149,140,02 SEP 2005,7,112482686,,great-britain-ni/renee-regis-14853272,432550,,,,,Renee REGIS,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1148,141,07 JUN 1994,2,112482687,,greece/rafailia-spanoudaki-chatziriga-14686534,312246,,,,,Rafailia SPANOUDAKI-CHATZIRIGA,Next best by World Rankings,GRE,,False,,
ChampionshipQualificationCompetitorQualification,1147,142,11 OCT 2004,5,112482688,,switzerland/emma-van-camp-14827930,360264,,,,,Emma VAN CAMP,Next best by World Rankings,SUI,,False,,
ChampionshipQualificationCompetitorQualification,1147,143,16 AUG 2005,1,112482689,,barbados/kishawna-niles-14847514,420434,,,,,Kishawna NILES,Next best by World Rankings,BAR,,False,,
ChampionshipQualificationCompetitorQualification,1147,144,12 FEB 2001,1,112482690,,gabon/pierrick-linda-moulin-14772742,324070,,,,,Pierrick-linda MOULIN,Next best by World Rankings,GAB,,False,,
ChampionshipQualificationCompetitorQualification,1146,145,20 NOV 2009,3,112482691,,italy/kelly-ann-maevane-doualla-edimo-15022410,,,,,,Kelly Ann Maevane DOUALLA EDIMO,Next best by World Rankings,ITA,,False,,
ChampionshipQualificationCompetitorQualification,1145,147,11 JUL 2001,41,112482693,,united-states/kailei-collins-014715729,313467,,,,,Kailei COLLINS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1143,148,12 AUG 2002,1,112482694,,estonia/ann-marii-kivikas-14735066,365758,,,,,Ann Marii KIVIKAS,Next best by World Rankings,EST,,False,,
ChampionshipQualificationCompetitorQualification,1143,149,08 NOV 2004,17,112482695,,jamaica/carleta-bernard-14836149,389691,,,,,Carleta BERNARD,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1142,150,07 OCT 2004,7,112482696,,nigeria/adijatu-rejoice-sule-14970473,534375,,,,,Adijatu Rejoice SULE,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1140,152,17 FEB 2005,1,112482698,,south-africa/viwe-jingqi-14932728,525849,,,,,Viwe JINGQI,Next best by World Rankings,RSA,,False,,
ChampionshipQualificationCompetitorQualification,1140,153,28 DEC 1999,2,112482699,,botswana/murangi-refilwe-14721117,374153,,,,,Murangi REFILWE,Next best by World Rankings,BOT,,False,,
ChampionshipQualificationCompetitorQualification,1140,154,26 AUG 1995,8,112482700,,great-britain-ni/desiree-henry-14360349,259016,,,,,Desiree HENRY,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1140,155,05 NOV 2002,9,112482701,,great-britain-ni/aleeya-sibbons-14714965,343573,,,,,Aleeya SIBBONS,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1140,156,23 DEC 1995,42,112482702,,united-states/shannon-ray-14490383,275176,,,,,Shannon RAY,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1140,157,19 SEP 2005,43,112482703,,united-states/reign-redmond-14981133,,,,,,Reign REDMOND,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1139,158,24 APR 2002,18,112482704,,jamaica/krystal-sloley-14686396,317451,,,,,Krystal SLOLEY,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1139,159,09 JAN 1999,44,112482705,,united-states/tamara-clark-14596381,293847,,,,,Tamara CLARK,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1138,160,13 OCT 1997,2,112482706,,pr-of-china/manqi-ge-14576460,282622,,,,,Manqi GE,Next best by World Rankings,CHN,,False,,
ChampionshipQualificationCompetitorQualification,1138,161,10 APR 1992,3,112482707,,trinidad-and-tobago/michelle-lee-ahye-14302966,227762,,,,,Michelle-Lee AHYE,Next best by World Rankings,TTO,,False,,
ChampionshipQualificationCompetitorQualification,1137,162,06 APR 1998,2,112482708,,colombia/angelica-maria-gamboa-14587314,300577,,,,,Angelica Maria GAMBOA,Next best by World Rankings,COL,,False,,
ChampionshipQualificationCompetitorQualification,1137,163,04 AUG 2004,45,112482709,,united-states/joyasia-smith-15056298,,,,,,Joyasia SMITH,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1137,164,09 JAN 2005,10,112482710,,great-britain-ni/nia-wedderburn-goodison-14781167,346022,,,,,Nia WEDDERBURN-GOODISON,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1137,165,10 SEP 2004,2,112482711,,sweden/nora-lindahl-14835523,387746,,,,,Nora LINDAHL,Next best by World Rankings,SWE,,False,,
ChampionshipQualificationCompetitorQualification,1137,166,2003,46,112482712,,united-states/chante-clinkscale-14937077,530514,,,,,Chante CLINKSCALE,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1135,167,11 AUG 1997,47,112482713,,united-states/kortnei-johnson-14519052,280564,,,,,Kortnei JOHNSON,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1135,168,09 MAR 2001,1,112482714,,british-virgin-islands/beyonce-defreitas-14695519,298577,,,,,Beyonce DEFREITAS,Next best by World Rankings,IVB,,False,,
ChampionshipQualificationCompetitorQualification,1135,169,01 SEP 2004,48,112482715,,united-states/lauren-jarrett-15037335,,,,,,Lauren JARRETT,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1134,170,31 OCT 2000,2,112482716,,south-africa/joviale-mbisha-14748118,310010,,,,,Joviale MBISHA,Next best by World Rankings,RSA,,False,,
ChampionshipQualificationCompetitorQualification,1134,171,04 JUN 1997,9,112482717,,australia/sam-geddes-14445620,279190,,,,,Sam GEDDES,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1134,172,11 SEP 2007,19,112482718,,jamaica/shanoya-mikalia-douglas-15063835,,,,,,Shanoya Mikalia DOUGLAS,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1134,173,22 JUN 1995,2,112482719,,portugal/arialis-gandulla-14465496,262223,,,,,Arialis GANDULLA,Next best by World Rankings,POR,,False,,
ChampionshipQualificationCompetitorQualification,1133,175,19 APR 2004,2,112482721,,slovak-republic/delia-farajpour-14849786,425717,,,,,Delia FARAJPOUR,Next best by World Rankings,SVK,,False,,
ChampionshipQualificationCompetitorQualification,1133,176,02 JUN 2001,2,112482722,,japan/midori-mikase-14806541,322297,,,,,Midori MIKASE,Next best by World Rankings,JPN,,False,,
ChampionshipQualificationCompetitorQualification,1133,177,2003,49,112482723,,united-states/iasia-wilson-014777709,393476,,,,,I'Asia WILSON,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1133,178,31 JUL 2002,50,112482724,,united-states/kiley-robbins-14903402,491154,,,,,Kiley ROBBINS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1132,180,16 MAR 2006,2,112482726,,puerto-rico/frances-colon-14885598,469077,,,,,Frances COLON,Next best by World Rankings,PUR,,False,,
ChampionshipQualificationCompetitorQualification,1132,181,10 JUN 2004,10,112482727,,australia/georgia-harris-14670290,445162,,,,,Georgia HARRIS,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1132,182,06 OCT 1997,3,112482728,,south-africa/tamzin-thomas-14544892,271862,,,,,Tamzin THOMAS,Next best by World Rankings,RSA,,False,,
ChampionshipQualificationCompetitorQualification,1132,183,02 APR 1998,3,112482729,,france/sarah-richard-14627382,296421,,,,,Sarah RICHARD,Next best by World Rankings,FRA,,False,,
ChampionshipQualificationCompetitorQualification,1132,184,03 JUN 1999,3,112482730,,brazil/gabriela-mourao-14662604,297841,,,,,Gabriela MOURÃO,Next best by World Rankings,BRA,,False,,
ChampionshipQualificationCompetitorQualification,1131,185,19 OCT 2003,11,112482731,,australia/taylah-cruttenden-14730127,346984,,,,,Taylah CRUTTENDEN,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1131,186,14 APR 2000,1,112482732,,austria/magdalena-lindner-14544320,320474,,,,,Magdalena LINDNER,Next best by World Rankings,AUT,,False,,
ChampionshipQualificationCompetitorQualification,1131,187,21 SEP 2005,11,112482733,,great-britain-ni/faith-akinbileje-14937030,530567,,,,,Faith AKINBILEJE,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1131,188,2002,51,112482734,,united-states/milian-fields-14892021,477107,,,,,Milian FIELDS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1131,190,03 OCT 2003,8,112482736,,nigeria/moforehan-abinusawa-14716801,431204,,,,,Moforehan ABINUSAWA,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1131,191,16 JUN 2004,2,112482737,,spain/elena-guiu-14823070,345979,,,,,Elena GUIU,Next best by World Rankings,ESP,,False,,
ChampionshipQualificationCompetitorQualification,1130,192,09 APR 2002,52,112482738,,united-states/kiyah-yeast-14716772,419233,,,,,Kiyah YEAST,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1130,193,20 DEC 1996,1,112482739,,cyprus/olivia-fotopoulou-14595920,284367,,,,,Olivia FOTOPOULOU,Next best by World Rankings,CYP,,False,,
ChampionshipQualificationCompetitorQualification,1130,195,2005,53,112482741,,united-states/asia-thomas-14913817,503185,,,,,Asia THOMAS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1130,196,17 AUG 2001,3,112482742,,belgium/janie-de-naeyer-14681306,346955,,,,,Janie DE NAEYER,Next best by World Rankings,BEL,,False,,
ChampionshipQualificationCompetitorQualification,1129,197,30 MAY 2004,4,112482743,,canada/emily-martin-14876636,457352,,,,,Emily MARTIN,Next best by World Rankings,CAN,,False,,
ChampionshipQualificationCompetitorQualification,1129,198,02 MAR 1995,2,112482744,,netherlands/marije-van-hunenstijn-14451250,272992,,,,,Marije VAN HUNENSTIJN,Next best by World Rankings,NED,,False,,
ChampionshipQualificationCompetitorQualification,1129,199,29 DEC 2008,3,112482745,,pr-of-china/yujie-chen-15138450,,,,,,Yujie CHEN,Next best by World Rankings,CHN,,False,,
ChampionshipQualificationCompetitorQualification,1129,200,02 JAN 1996,2,112482746,,estonia/oilme-voro-14448393,284285,,,,,Õilme VÕRO,Next best by World Rankings,EST,,False,,
ChampionshipQualificationCompetitorQualification,1129,201,21 MAY 2002,4,112482747,,trinidad-and-tobago/reese-webster-14832820,379947,,,,,Reese WEBSTER,Next best by World Rankings,TTO,,False,,
ChampionshipQualificationCompetitorQualification,1128,202,17 DEC 1989,1,112482748,,slovenia/maja-mihalinec-zidar-14300190,208206,,,,,Maja MIHALINEC ZIDAR,Next best by World Rankings,SLO,,False,,
ChampionshipQualificationCompetitorQualification,1128,203,15 AUG 1993,1,112482749,,congo/natacha-ngoye-14429097,270307,,,,,Natacha NGOYE,Next best by World Rankings,CGO,,False,,
ChampionshipQualificationCompetitorQualification,1128,204,2008,54,112482750,,united-states/sianni-wynn-14913986,503384,,,,,Sianni WYNN,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1128,206,15 FEB 2003,55,112482752,,united-states/kenondra-davis-14807005,321990,,,,,Kenondra DAVIS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1127,207,25 OCT 1990,12,112482753,,great-britain-ni/asha-philip-14276065,209121,,,,,Asha PHILIP,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1126,208,10 SEP 2002,5,112482754,,canada/marie-eloise-leclair-14860197,443340,,,,,Marie-Éloise LECLAIR,Next best by World Rankings,CAN,,False,,
ChampionshipQualificationCompetitorQualification,1126,209,25 NOV 2006,8,112482755,,germany/philina-marianne-schwartz-14964208,,,,,,Philina Marianne SCHWARTZ,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1126,210,16 JUN 2004,1,112482756,,ghana/anita-afrifa-15145027,,,,,,Anita AFRIFA,Next best by World Rankings,GHA,,False,,
ChampionshipQualificationCompetitorQualification,1125,211,01 JUN 2005,9,112482757,,nigeria/elo-blessing-okpah-15023563,,,,,,Elo Blessing OKPAH,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1125,212,06 OCT 1993,1,112482758,,senegal/ndeye-arame-toure-14678321,431220,,,,,Ndeye-Arame TOURÉ,Next best by World Rankings,SEN,,False,,
ChampionshipQualificationCompetitorQualification,1125,213,06 FEB 2004,56,112482759,,united-states/alyssa-jones-14812264,453573,,,,,Alyssa JONES,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1125,214,25 DEC 2000,10,112482760,,nigeria/magdaline-george-14636839,452979,,,,,Magdaline GEORGE,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1124,215,01 NOV 2004,3,112482761,,poland/aleksandra-piotrowska-14823625,348807,,,,,Aleksandra PIOTROWSKA,Next best by World Rankings,POL,,False,,
ChampionshipQualificationCompetitorQualification,1124,216,20 APR 2005,12,112482762,,australia/aleksandra-stoilova-14814153,386822,,,,,Aleksandra STOILOVA,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1124,217,24 FEB 2004,57,112482763,,united-states/naj-watson-14854525,434656,,,,,Naj WATSON,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1124,218,02 JUN 2006,13,112482764,,australia/olivia-dodds-14816622,386820,,,,,Olivia DODDS,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1123,219,09 SEP 2004,4,112482765,,pr-of-china/junying-zhu-15084997,,,,,,Junying ZHU,Next best by World Rankings,CHN,,False,,
ChampionshipQualificationCompetitorQualification,1123,220,21 JUN 2005,2,112482766,,slovenia/lucija-potnik-14874911,454900,,,,,Lucija POTNIK,Next best by World Rankings,SLO,,False,,
ChampionshipQualificationCompetitorQualification,1123,222,05 APR 2008,14,112482768,,australia/thewbelle-philp-14968458,,,,,,Thewbelle PHILP,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1122,223,05 SEP 2006,13,112482769,,great-britain-ni/mabel-akande-15032639,,,,,,Mabel AKANDE,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1122,224,30 NOV 2004,6,112482770,,canada/gabrielle-cole-14821439,432146,,,,,Gabrielle COLE,Next best by World Rankings,CAN,,False,,
ChampionshipQualificationCompetitorQualification,1122,225,05 MAY 2001,58,112482771,,united-states/jahniya-bowers-14799068,342767,,,,,Jahniya BOWERS,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1122,226,09 AUG 2002,59,112482772,,united-states/diandrenique-gaines-014715742,321959,,,,,Diandrenique GAINES,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1121,227,05 MAY 1997,2,112482773,,new-zealand/brooke-somerfield-014518836,307561,,,,,Brooke SOMERFIELD,Next best by World Rankings,NZL,,False,,
ChampionshipQualificationCompetitorQualification,1121,228,02 AUG 1998,4,112482774,,france/lucie-jean-charles-14704149,402597,,,,,Lucie JEAN CHARLES,Next best by World Rankings,FRA,,False,,
ChampionshipQualificationCompetitorQualification,1121,229,2004,60,112482775,,united-states/nya-blocker-14993524,,,,,,Nya BLOCKER,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1121,230,26 SEP 2006,11,112482776,,nigeria/justina-tiana-eyakpobeyan-15023565,,,,,,Justina Tiana EYAKPOBEYAN,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1120,232,05 OCT 2007,4,112482778,,south-africa/hannah-hope-vermaak-15022963,,,,,,Hannah Hope VERMAAK,Next best by World Rankings,RSA,,False,,
ChampionshipQualificationCompetitorQualification,1120,233,21 JAN 1992,1,112482779,,argentina/maria-florencia-lamboglia-14370099,249176,,,,,Maria Florencia LAMBOGLIA,Next best by World Rankings,ARG,,False,,
ChampionshipQualificationCompetitorQualification,1120,234,23 DEC 1995,3,112482780,,japan/arisa-kimishima-14444468,423948,,,,,Arisa KIMISHIMA,Next best by World Rankings,JPN,,False,,
ChampionshipQualificationCompetitorQualification,1120,235,10 MAR 2003,20,112482781,,jamaica/ashley-barrett-14782174,389645,,,,,Ashley BARRETT,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1120,236,2004,61,112482782,,united-states/jahzara-hart-014807200,430464,,,,,Jahzara HART,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1120,237,04 MAR 1997,1,112482783,,mexico/cecilia-tamayo-garza-14594910,280471,,,,,Cecilia TAMAYO-GARZA,Next best by World Rankings,MEX,,False,,
ChampionshipQualificationCompetitorQualification,1119,238,19 NOV 1996,4,112482784,,poland/krystsina-tsimanouskaya-14571586,301517,,,,,Krystsina TSIMANOUSKAYA,Next best by World Rankings,POL,,False,,
ChampionshipQualificationCompetitorQualification,1119,239,25 APR 1999,62,112482785,,united-states/zhane-smith-014641164,298545,,,,,Zhane SMITH,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1119,240,02 JUL 1992,9,112482786,,germany/tatjana-pinto-14279214,248631,,,,,Tatjana PINTO,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1119,241,27 MAY 2006,12,112482787,,nigeria/faith-okwose-15023557,,,,,,Faith OKWOSE,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1119,242,22 OCT 1998,21,112482788,,jamaica/kasheika-cameron-14574703,297354,,,,,Kasheika CAMERON,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1118,243,11 OCT 2005,4,112482789,,japan/aiha-yamagata-14962375,,,,,,Aiha YAMAGATA,Next best by World Rankings,JPN,,False,,
ChampionshipQualificationCompetitorQualification,1118,244,08 NOV 2003,5,112482790,,trinidad-and-tobago/shaniqua-bascombe-14692654,337455,,,,,Shaniqua BASCOMBE,Next best by World Rankings,TTO,,False,,
ChampionshipQualificationCompetitorQualification,1118,245,07 SEP 1999,3,112482791,,greece/dimitra-tsoukala-14756730,411741,,,,,Dimitra TSOUKALA,Next best by World Rankings,GRE,,False,,
ChampionshipQualificationCompetitorQualification,1118,247,07 NOV 2006,22,112482793,,jamaica/briana-campbell-14877515,458618,,,,,Briana CAMPBELL,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1117,248,28 AUG 2002,5,112482794,,france/naomi-riskwait-14848951,423689,,,,,Naomi RISKWAIT,Next best by World Rankings,FRA,,False,,
ChampionshipQualificationCompetitorQualification,1117,250,28 MAR 1997,1,112482796,,chinese-taipei/chia-chen-hu-014603299,291841,,,,,Chia-Chen HU,Next best by World Rankings,TPE,,False,,
ChampionshipQualificationCompetitorQualification,1117,251,13 JUN 2006,3,112482797,,bahamas/shatalya-dorsett-14881404,463599,,,,,Shatalya DORSETT,Next best by World Rankings,BAH,,False,,
ChampionshipQualificationCompetitorQualification,1117,252,2006,63,112482798,,united-states/olivia-pace-14937080,530517,,,,,Olivia PACE,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1116,253,25 JUL 2004,2,112482799,,cuba/yarima-garcia-14883174,465810,,,,,Yarima GARCÍA,Next best by World Rankings,CUB,,False,,
ChampionshipQualificationCompetitorQualification,1116,254,04 APR 2000,4,112482800,,brazil/lorraine-martins-14717849,314288,,,,,Lorraine MARTINS,Next best by World Rankings,BRA,,False,,
ChampionshipQualificationCompetitorQualification,1116,255,22 SEP 1999,6,112482801,,switzerland/celine-burgi-14573919,415329,,,,,Céline BÜRGI,Next best by World Rankings,SUI,,False,,
ChampionshipQualificationCompetitorQualification,1116,256,25 APR 2003,1,112482802,,guyana/keliza-smith-14851153,427988,,,,,Keliza SMITH,Next best by World Rankings,GUY,,False,,
ChampionshipQualificationCompetitorQualification,1115,258,23 JAN 2003,10,112482804,,germany/sila-sonmezcicek-14779665,333868,,,,,Sila SÖNMEZCICEK,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1115,259,23 JUN 1993,4,112482805,,italy/irene-siragusa-14361469,267172,,,,,Irene SIRAGUSA,Next best by World Rankings,ITA,,False,,
ChampionshipQualificationCompetitorQualification,1114,260,11 OCT 1991,5,112482806,,pr-of-china/yongli-wei-14423021,262863,,,,,Yongli WEI,Next best by World Rankings,CHN,,False,,
ChampionshipQualificationCompetitorQualification,1113,261,08 DEC 2005,7,112482807,,canada/savannah-blair-15041513,,,,,,Savannah BLAIR,Next best by World Rankings,CAN,,False,,
ChampionshipQualificationCompetitorQualification,1113,262,20 SEP 2004,1,112482808,,ukraine/diana-honcharenko-14894582,480064,,,,,Diana HONCHARENKO,Next best by World Rankings,UKR,,False,,
ChampionshipQualificationCompetitorQualification,1113,263,24 MAY 2004,1,112482809,,ireland/lucy-may-sleeman-14835555,387851,,,,,Lucy-may SLEEMAN,Next best by World Rankings,IRL,,False,,
ChampionshipQualificationCompetitorQualification,1112,265,26 OCT 1995,6,112482811,,pr-of-china/qiqi-yuan-14482253,268172,,,,,Qiqi YUAN,Next best by World Rankings,CHN,,False,,
ChampionshipQualificationCompetitorQualification,1112,266,17 AUG 2005,13,112482812,,nigeria/precious-nzeakor-14873299,452655,,,,,Precious NZEAKOR,Next best by World Rankings,NGR,,False,,
ChampionshipQualificationCompetitorQualification,1112,267,23 JUN 2003,15,112482813,,australia/olivia-hastings-14769901,382840,,,,,Olivia HASTINGS,Next best by World Rankings,AUS,,False,,
ChampionshipQualificationCompetitorQualification,1112,269,2002,64,112482815,,united-states/abby-geiser-14837711,393317,,,,,Abby GEISER,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1111,271,04 SEP 1998,1,112482817,,norway/helene-ronningen-14484697,292827,,,,,Helene RØNNINGEN,Next best by World Rankings,NOR,,False,,
ChampionshipQualificationCompetitorQualification,1111,272,22 FEB 1998,65,112482818,,united-states/gabriele-cunningham-14533396,297910,,,,,Gabriele CUNNINGHAM,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1111,273,16 JUL 2003,6,112482819,,trinidad-and-tobago/taejha-badal-14715886,346286,,,,,Taejha BADAL,Next best by World Rankings,TTO,,False,,
ChampionshipQualificationCompetitorQualification,1111,274,08 DEC 2005,23,112482820,,jamaica/lavanya-williams-14973703,,,,,,Lavanya WILLIAMS,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1110,275,20 JUL 2007,7,112482821,,trinidad-and-tobago/alexxe-henry-14975085,,,,,,Alexxe HENRY,Next best by World Rankings,TTO,,False,,
ChampionshipQualificationCompetitorQualification,1110,276,15 AUG 2001,3,112482822,,puerto-rico/adanelys-rodriguez-014805825,320027,,,,,Adanelys RODRÍGUEZ,Next best by World Rankings,PUR,,False,,
ChampionshipQualificationCompetitorQualification,1109,277,15 JUL 1998,14,112482823,,great-britain-ni/cheyanne-evans-gray-14769103,456553,,,,,Cheyanne EVANS-GRAY,Next best by World Rankings,GBR,,False,,
ChampionshipQualificationCompetitorQualification,1109,278,27 MAY 2003,5,112482824,,italy/gaya-bertello-14874798,454708,,,,,Gaya BERTELLO,Next best by World Rankings,ITA,,False,,
ChampionshipQualificationCompetitorQualification,1109,279,08 AUG 2002,24,112482825,,jamaica/niesha-burgher-14685513,371020,,,,,Niesha BURGHER,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1109,281,04 JUN 2004,11,112482827,,germany/jolina-ernst-14910276,498733,,,,,Jolina ERNST,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1109,282,31 DEC 1998,25,112482828,,jamaica/yanique-dayle-14570319,280410,,,,,Yanique DAYLE,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1108,284,11 DEC 1996,12,112482830,,germany/jessica-bianca-wessolly-14507608,313531,,,,,Jessica-Bianca WESSOLLY,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1108,285,17 JUL 2005,3,112482831,,new-zealand/marielle-venida-14921814,513175,,,,,Marielle VENIDA,Next best by World Rankings,NZL,,False,,
ChampionshipQualificationCompetitorQualification,1108,286,10 NOV 1998,3,112482832,,spain/paula-garcia-14588879,293660,,,,,Paula GARCÍA,Next best by World Rankings,ESP,,False,,
ChampionshipQualificationCompetitorQualification,1108,287,06 NOV 2001,26,112482833,,jamaica/mickaell-moodie-14693959,389667,,,,,Mickaell MOODIE,Next best by World Rankings,JAM,,False,,
ChampionshipQualificationCompetitorQualification,1107,288,12 DEC 1996,5,112482834,,japan/hinami-yamanaka-014635041,437581,,,,,Hinami YAMANAKA,Next best by World Rankings,JPN,,False,,
ChampionshipQualificationCompetitorQualification,1107,289,14 MAR 1994,2,112482835,,guyana/jasmine-abrams-14430839,338702,,,,,Jasmine ABRAMS,Next best by World Rankings,GUY,,False,,
ChampionshipQualificationCompetitorQualification,1107,290,21 DEC 2000,66,112482836,,united-states/halle-bieber-14844514,412825,,,,,Halle BIEBER,Next best by World Rankings,USA,,False,,
ChampionshipQualificationCompetitorQualification,1107,291,23 JUN 2003,13,112482837,,germany/viola-john-14799153,428586,,,,,Viola JOHN,Next best by World Rankings,GER,,False,,
ChampionshipQualificationCompetitorQualification,1107,292,2006,67,112482838,,united-states/hannah-lowe-15046652,,,,,,Hannah LOWE,Next best by World Rankings,USA,,False,,
