eventGroup,averagePerformanceScore,country,countryFullName,__typename,male,place,withDrop,athleteUrlSlug,rankingScore,withMonthCorrection,withWorldRecord,withWind,rankDate,birthDate,athlete
Women's 100m (50m-55m-60m),1128,USA,United States,RankingScoreCalculation,False,204,False,united-states/sianni-wynn-14913986,1128,False,False,True,24 AUG 2025,2008,Sianni WYNN
Women's 100m (50m-55m-60m),1128,USA,United States,RankingScoreCalculation,False,206,False,united-states/kenondra-davis-14807005,1128,False,False,True,24 AUG 2025,15 FEB 2003,Kenondra DAVIS
Women's 100m (50m-55m-60m),1127,GBR,Great Britain & N.I.,RankingScoreCalculation,False,207,False,great-britain-ni/asha-philip-14276065,1127,False,False,True,24 AUG 2025,25 OCT 1990,Asha PHILIP
Women's 100m (50m-55m-60m),1126,CAN,Canada,RankingScoreCalculation,False,208,False,canada/marie-eloise-leclair-14860197,1126,False,False,True,24 AUG 2025,10 SEP 2002,Marie-Éloise LECLAIR
Women's 100m (50m-55m-60m),1126,GER,Germany,RankingScoreCalculation,False,209,False,germany/philina-marianne-schwartz-14964208,1126,False,False,True,24 AUG 2025,25 NOV 2006,Philina Marianne SCHWARTZ
Women's 100m (50m-55m-60m),1126,GHA,Ghana,RankingScoreCalculation,False,210,False,ghana/anita-afrifa-15145027,1126,False,False,True,24 AUG 2025,16 JUN 2004,Anita AFRIFA
Women's 100m (50m-55m-60m),1125,NGR,Nigeria,RankingScoreCalculation,False,211,False,nigeria/elo-blessing-okpah-15023563,1125,False,False,True,24 AUG 2025,01 JUN 2005,Elo Blessing OKPAH
Women's 100m (50m-55m-60m),1125,SEN,Senegal,RankingScoreCalculation,False,212,False,senegal/ndeye-arame-toure-14678321,1125,False,False,True,24 AUG 2025,06 OCT 1993,Ndeye-Arame TOURÉ
Women's 100m (50m-55m-60m),1125,USA,United States,RankingScoreCalculation,False,213,False,united-states/alyssa-jones-14812264,1125,False,False,True,24 AUG 2025,06 FEB 2004,Alyssa JONES
Women's 100m (50m-55m-60m),1125,NGR,Nigeria,RankingScoreCalculation,False,214,False,nigeria/magdaline-george-14636839,1125,False,False,True,24 AUG 2025,25 DEC 2000,Magdaline GEORGE
Women's 100m (50m-55m-60m),1124,POL,Poland,RankingScoreCalculation,False,215,False,poland/aleksandra-piotrowska-14823625,1124,False,False,True,24 AUG 2025,01 NOV 2004,Aleksandra PIOTROWSKA
Women's 100m (50m-55m-60m),1124,AUS,Australia,RankingScoreCalculation,False,216,False,australia/aleksandra-stoilova-14814153,1124,False,False,True,24 AUG 2025,20 APR 2005,Aleksandra STOILOVA
Women's 100m (50m-55m-60m),1124,USA,United States,RankingScoreCalculation,False,217,False,united-states/naj-watson-14854525,1124,False,False,True,24 AUG 2025,24 FEB 2004,Naj WATSON
Women's 100m (50m-55m-60m),1124,AUS,Australia,RankingScoreCalculation,False,218,False,australia/olivia-dodds-14816622,1124,False,False,True,24 AUG 2025,02 JUN 2006,Olivia DODDS
Women's 100m (50m-55m-60m),1123,CHN,PR of China,RankingScoreCalculation,False,219,False,pr-of-china/junying-zhu-15084997,1123,False,False,True,24 AUG 2025,09 SEP 2004,Junying ZHU
Women's 100m (50m-55m-60m),1123,SLO,Slovenia,RankingScoreCalculation,False,220,False,slovenia/lucija-potnik-14874911,1123,False,False,True,24 AUG 2025,21 JUN 2005,Lucija POTNIK
Women's 100m (50m-55m-60m),1123,AUS,Australia,RankingScoreCalculation,False,222,False,australia/thewbelle-philp-14968458,1123,False,False,True,24 AUG 2025,05 APR 2008,Thewbelle PHILP
Women's 100m (50m-55m-60m),1122,GBR,Great Britain & N.I.,RankingScoreCalculation,False,223,False,great-britain-ni/mabel-akande-15032639,1122,False,False,True,24 AUG 2025,05 SEP 2006,Mabel AKANDE
Women's 100m (50m-55m-60m),1122,CAN,Canada,RankingScoreCalculation,False,224,False,canada/gabrielle-cole-14821439,1122,False,False,True,24 AUG 2025,30 NOV 2004,Gabrielle COLE
Women's 100m (50m-55m-60m),1122,USA,United States,RankingScoreCalculation,False,225,False,united-states/jahniya-bowers-14799068,1122,False,False,True,24 AUG 2025,05 MAY 2001,Jahniya BOWERS
Women's 100m (50m-55m-60m),1122,USA,United States,RankingScoreCalculation,False,226,False,united-states/diandrenique-gaines-014715742,1122,False,False,True,24 AUG 2025,09 AUG 2002,Diandrenique GAINES
Women's 100m (50m-55m-60m),1121,NZL,New Zealand,RankingScoreCalculation,False,227,False,new-zealand/brooke-somerfield-014518836,1121,False,False,True,24 AUG 2025,05 MAY 1997,Brooke SOMERFIELD
Women's 100m (50m-55m-60m),1121,FRA,France,RankingScoreCalculation,False,228,False,france/lucie-jean-charles-14704149,1121,False,False,True,24 AUG 2025,02 AUG 1998,Lucie JEAN CHARLES
Women's 100m (50m-55m-60m),1121,USA,United States,RankingScoreCalculation,False,229,False,united-states/nya-blocker-14993524,1121,False,False,True,24 AUG 2025,2004,Nya BLOCKER
Women's 100m (50m-55m-60m),1121,NGR,Nigeria,RankingScoreCalculation,False,230,False,nigeria/justina-tiana-eyakpobeyan-15023565,1121,False,False,True,24 AUG 2025,26 SEP 2006,Justina Tiana EYAKPOBEYAN
Women's 100m (50m-55m-60m),1120,RSA,South Africa,RankingScoreCalculation,False,232,False,south-africa/hannah-hope-vermaak-15022963,1120,False,False,True,24 AUG 2025,05 OCT 2007,Hannah Hope VERMAAK
Women's 100m (50m-55m-60m),1120,ARG,Argentina,RankingScoreCalculation,False,233,False,argentina/maria-florencia-lamboglia-14370099,1120,False,False,True,24 AUG 2025,21 JAN 1992,Maria Florencia LAMBOGLIA
Women's 100m (50m-55m-60m),1120,JPN,Japan,RankingScoreCalculation,False,234,False,japan/arisa-kimishima-14444468,1120,False,False,True,24 AUG 2025,23 DEC 1995,Arisa KIMISHIMA
Women's 100m (50m-55m-60m),1120,JAM,Jamaica,RankingScoreCalculation,False,235,False,jamaica/ashley-barrett-14782174,1120,False,False,True,24 AUG 2025,10 MAR 2003,Ashley BARRETT
Women's 100m (50m-55m-60m),1120,USA,United States,RankingScoreCalculation,False,236,False,united-states/jahzara-hart-014807200,1120,False,False,True,24 AUG 2025,2004,Jahzara HART
Women's 100m (50m-55m-60m),1120,MEX,Mexico,RankingScoreCalculation,False,237,False,mexico/cecilia-tamayo-garza-14594910,1120,False,False,True,24 AUG 2025,04 MAR 1997,Cecilia TAMAYO-GARZA
Women's 100m (50m-55m-60m),1119,POL,Poland,RankingScoreCalculation,False,238,False,poland/krystsina-tsimanouskaya-14571586,1119,False,False,True,24 AUG 2025,19 NOV 1996,Krystsina TSIMANOUSKAYA
Women's 100m (50m-55m-60m),1119,USA,United States,RankingScoreCalculation,False,239,False,united-states/zhane-smith-014641164,1119,False,False,True,24 AUG 2025,25 APR 1999,Zhane SMITH
Women's 100m (50m-55m-60m),1119,GER,Germany,RankingScoreCalculation,False,240,False,germany/tatjana-pinto-14279214,1119,False,False,True,24 AUG 2025,02 JUL 1992,Tatjana PINTO
Women's 100m (50m-55m-60m),1119,NGR,Nigeria,RankingScoreCalculation,False,241,False,nigeria/faith-okwose-15023557,1119,False,False,True,24 AUG 2025,27 MAY 2006,Faith OKWOSE
Women's 100m (50m-55m-60m),1119,JAM,Jamaica,RankingScoreCalculation,False,242,False,jamaica/kasheika-cameron-14574703,1119,False,False,True,24 AUG 2025,22 OCT 1998,Kasheika CAMERON
Women's 100m (50m-55m-60m),1118,JPN,Japan,RankingScoreCalculation,False,243,False,japan/aiha-yamagata-14962375,1118,False,False,True,24 AUG 2025,11 OCT 2005,Aiha YAMAGATA
Women's 100m (50m-55m-60m),1118,TTO,Trinidad and Tobago,RankingScoreCalculation,False,244,False,trinidad-and-tobago/shaniqua-bascombe-14692654,1118,False,False,True,24 AUG 2025,08 NOV 2003,Shaniqua BASCOMBE
Women's 100m (50m-55m-60m),1118,GRE,Greece,RankingScoreCalculation,False,245,False,greece/dimitra-tsoukala-14756730,1118,False,False,True,24 AUG 2025,07 SEP 1999,Dimitra TSOUKALA
Women's 100m (50m-55m-60m),1118,JAM,Jamaica,RankingScoreCalculation,False,247,False,jamaica/briana-campbell-14877515,1118,False,False,True,24 AUG 2025,07 NOV 2006,Briana CAMPBELL
Women's 100m (50m-55m-60m),1117,FRA,France,RankingScoreCalculation,False,248,False,france/naomi-riskwait-14848951,1117,False,False,True,24 AUG 2025,28 AUG 2002,Naomi RISKWAIT
Women's 100m (50m-55m-60m),1117,TPE,Chinese Taipei,RankingScoreCalculation,False,250,False,chinese-taipei/chia-chen-hu-014603299,1117,False,False,True,24 AUG 2025,28 MAR 1997,Chia-Chen HU
Women's 100m (50m-55m-60m),1117,BAH,Bahamas,RankingScoreCalculation,False,251,False,bahamas/shatalya-dorsett-14881404,1117,False,False,True,24 AUG 2025,13 JUN 2006,Shatalya DORSETT
Women's 100m (50m-55m-60m),1117,USA,United States,RankingScoreCalculation,False,252,False,united-states/olivia-pace-14937080,1117,False,False,True,24 AUG 2025,2006,Olivia PACE
Women's 100m (50m-55m-60m),1116,CUB,Cuba,RankingScoreCalculation,False,253,False,cuba/yarima-garcia-14883174,1116,False,False,True,24 AUG 2025,25 JUL 2004,Yarima GARCÍA
Women's 100m (50m-55m-60m),1116,BRA,Brazil,RankingScoreCalculation,False,254,False,brazil/lorraine-martins-14717849,1116,False,False,True,24 AUG 2025,04 APR 2000,Lorraine MARTINS
Women's 100m (50m-55m-60m),1116,SUI,Switzerland,RankingScoreCalculation,False,255,False,switzerland/celine-burgi-14573919,1116,False,False,True,24 AUG 2025,22 SEP 1999,Céline BÜRGI
Women's 100m (50m-55m-60m),1116,GUY,Guyana,RankingScoreCalculation,False,256,False,guyana/keliza-smith-14851153,1116,False,False,True,24 AUG 2025,25 APR 2003,Keliza SMITH
Women's 100m (50m-55m-60m),1115,GER,Germany,RankingScoreCalculation,False,258,False,germany/sila-sonmezcicek-14779665,1115,False,False,True,24 AUG 2025,23 JAN 2003,Sila SÖNMEZCICEK
Women's 100m (50m-55m-60m),1115,ITA,Italy,RankingScoreCalculation,False,259,False,italy/irene-siragusa-14361469,1115,False,False,True,24 AUG 2025,23 JUN 1993,Irene SIRAGUSA
Women's 100m (50m-55m-60m),1114,CHN,PR of China,RankingScoreCalculation,False,260,False,pr-of-china/yongli-wei-14423021,1114,False,False,True,24 AUG 2025,11 OCT 1991,Yongli WEI
Women's 100m (50m-55m-60m),1113,CAN,Canada,RankingScoreCalculation,False,261,False,canada/savannah-blair-15041513,1113,False,False,True,24 AUG 2025,08 DEC 2005,Savannah BLAIR
Women's 100m (50m-55m-60m),1113,UKR,Ukraine,RankingScoreCalculation,False,262,False,ukraine/diana-honcharenko-14894582,1113,False,False,True,24 AUG 2025,20 SEP 2004,Diana HONCHARENKO
Women's 100m (50m-55m-60m),1113,IRL,Ireland,RankingScoreCalculation,False,263,False,ireland/lucy-may-sleeman-14835555,1113,False,False,True,24 AUG 2025,24 MAY 2004,Lucy-may SLEEMAN
Women's 100m (50m-55m-60m),1112,CHN,PR of China,RankingScoreCalculation,False,265,False,pr-of-china/qiqi-yuan-14482253,1112,False,False,True,24 AUG 2025,26 OCT 1995,Qiqi YUAN
Women's 100m (50m-55m-60m),1112,NGR,Nigeria,RankingScoreCalculation,False,266,False,nigeria/precious-nzeakor-14873299,1112,False,False,True,24 AUG 2025,17 AUG 2005,Precious NZEAKOR
Women's 100m (50m-55m-60m),1112,AUS,Australia,RankingScoreCalculation,False,267,False,australia/olivia-hastings-14769901,1112,False,False,True,24 AUG 2025,23 JUN 2003,Olivia HASTINGS
Women's 100m (50m-55m-60m),1112,USA,United States,RankingScoreCalculation,False,269,False,united-states/abby-geiser-14837711,1112,False,False,True,24 AUG 2025,2002,Abby GEISER
Women's 100m (50m-55m-60m),1111,NOR,Norway,RankingScoreCalculation,False,271,False,norway/helene-ronningen-14484697,1111,False,False,True,24 AUG 2025,04 SEP 1998,Helene RØNNINGEN
Women's 100m (50m-55m-60m),1111,USA,United States,RankingScoreCalculation,False,272,False,united-states/gabriele-cunningham-14533396,1111,False,False,True,24 AUG 2025,22 FEB 1998,Gabriele CUNNINGHAM
Women's 100m (50m-55m-60m),1111,TTO,Trinidad and Tobago,RankingScoreCalculation,False,273,False,trinidad-and-tobago/taejha-badal-14715886,1111,False,False,True,24 AUG 2025,16 JUL 2003,Taejha BADAL
Women's 100m (50m-55m-60m),1111,JAM,Jamaica,RankingScoreCalculation,False,274,False,jamaica/lavanya-williams-14973703,1111,False,False,True,24 AUG 2025,08 DEC 2005,Lavanya WILLIAMS
Women's 100m (50m-55m-60m),1110,TTO,Trinidad and Tobago,RankingScoreCalculation,False,275,False,trinidad-and-tobago/alexxe-henry-14975085,1110,False,False,True,24 AUG 2025,20 JUL 2007,Alexxe HENRY
Women's 100m (50m-55m-60m),1110,PUR,Puerto Rico,RankingScoreCalculation,False,276,False,puerto-rico/adanelys-rodriguez-014805825,1110,False,False,True,24 AUG 2025,15 AUG 2001,Adanelys RODRÍGUEZ
Women's 100m (50m-55m-60m),1109,GBR,Great Britain & N.I.,RankingScoreCalculation,False,277,False,great-britain-ni/cheyanne-evans-gray-14769103,1109,False,False,True,24 AUG 2025,15 JUL 1998,Cheyanne EVANS-GRAY
Women's 100m (50m-55m-60m),1109,ITA,Italy,RankingScoreCalculation,False,278,False,italy/gaya-bertello-14874798,1109,False,False,True,24 AUG 2025,27 MAY 2003,Gaya BERTELLO
Women's 100m (50m-55m-60m),1109,JAM,Jamaica,RankingScoreCalculation,False,279,False,jamaica/niesha-burgher-14685513,1109,False,False,True,24 AUG 2025,08 AUG 2002,Niesha BURGHER
Women's 100m (50m-55m-60m),1109,GER,Germany,RankingScoreCalculation,False,281,False,germany/jolina-ernst-14910276,1109,False,False,True,24 AUG 2025,04 JUN 2004,Jolina ERNST
Women's 100m (50m-55m-60m),1109,JAM,Jamaica,RankingScoreCalculation,False,282,False,jamaica/yanique-dayle-14570319,1109,False,False,True,24 AUG 2025,31 DEC 1998,Yanique DAYLE
Women's 100m (50m-55m-60m),1108,GER,Germany,RankingScoreCalculation,False,284,False,germany/jessica-bianca-wessolly-14507608,1108,False,False,True,24 AUG 2025,11 DEC 1996,Jessica-Bianca WESSOLLY
Women's 100m (50m-55m-60m),1108,NZL,New Zealand,RankingScoreCalculation,False,285,False,new-zealand/marielle-venida-14921814,1108,False,False,True,24 AUG 2025,17 JUL 2005,Marielle VENIDA
Women's 100m (50m-55m-60m),1108,ESP,Spain,RankingScoreCalculation,False,286,False,spain/paula-garcia-14588879,1108,False,False,True,24 AUG 2025,10 NOV 1998,Paula GARCÍA
Women's 100m (50m-55m-60m),1108,JAM,Jamaica,RankingScoreCalculation,False,287,False,jamaica/mickaell-moodie-14693959,1108,False,False,True,24 AUG 2025,06 NOV 2001,Mickaell MOODIE
Women's 100m (50m-55m-60m),1107,JPN,Japan,RankingScoreCalculation,False,288,False,japan/hinami-yamanaka-014635041,1107,False,False,True,24 AUG 2025,12 DEC 1996,Hinami YAMANAKA
Women's 100m (50m-55m-60m),1107,GUY,Guyana,RankingScoreCalculation,False,289,False,guyana/jasmine-abrams-14430839,1107,False,False,True,24 AUG 2025,14 MAR 1994,Jasmine ABRAMS
Women's 100m (50m-55m-60m),1107,USA,United States,RankingScoreCalculation,False,290,False,united-states/halle-bieber-14844514,1107,False,False,True,24 AUG 2025,21 DEC 2000,Halle BIEBER
Women's 100m (50m-55m-60m),1107,GER,Germany,RankingScoreCalculation,False,291,False,germany/viola-john-14799153,1107,False,False,True,24 AUG 2025,23 JUN 2003,Viola JOHN
Women's 100m (50m-55m-60m),1107,USA,United States,RankingScoreCalculation,False,292,False,united-states/hannah-lowe-15046652,1107,False,False,True,24 AUG 2025,2006,Hannah LOWE
Women's 100m (50m-55m-60m),1106,IRI,Islamic Republic of Iran,RankingScoreCalculation,False,295,False,islamic-republic-of-iran/farzaneh-fasihi-14498436,1106,False,False,True,24 AUG 2025,03 JAN 1993,Farzaneh FASIHI
Women's 100m (50m-55m-60m),1106,AUS,Australia,RankingScoreCalculation,False,296,False,australia/olivia-rose-inkster-14814157,1106,False,False,True,24 AUG 2025,12 FEB 2005,Olivia Rose INKSTER
Women's 100m (50m-55m-60m),1106,GER,Germany,RankingScoreCalculation,False,298,False,germany/chelsea-kadiri-14875674,1106,False,False,True,24 AUG 2025,27 JUL 2005,Chelsea KADIRI
Women's 100m (50m-55m-60m),1106,USA,United States,RankingScoreCalculation,False,299,False,united-states/michaela-francois-014808100,1106,False,False,True,24 AUG 2025,2003,Michaela FRANCOIS
Women's 100m (50m-55m-60m),1106,USA,United States,RankingScoreCalculation,False,300,False,united-states/karsen-phillips-14964793,1106,False,False,True,24 AUG 2025,20 JUN 2005,Karsen PHILLIPS
Women's 100m (50m-55m-60m),1105,MAW,Malawi,RankingScoreCalculation,False,301,False,malawi/asimenye-simwaka-14974007,1105,False,False,True,24 AUG 2025,08 AUG 1997,Asimenye SIMWAKA
Women's 100m (50m-55m-60m),1105,BOL,Bolivia,RankingScoreCalculation,False,302,False,bolivia/guadalupe-torrez-14813680,1105,False,False,True,24 AUG 2025,17 MAY 2001,Guadalupe TORREZ
Women's 100m (50m-55m-60m),1105,RSA,South Africa,RankingScoreCalculation,False,303,False,south-africa/gabriella-marais-15143102,1105,False,False,True,24 AUG 2025,18 NOV 2003,Gabriella MARAIS
